lr-Adam,step,train_meaniou_step,train_bgiou_step,train_penumbraiou_step,train_umbraiou_step,epoch,val_loss,val_meaniou,val_bgiou,val_penumbraiou,val_umbraiou,train_loss,train_meaniou,train_bgiou,train_penumbraiou,train_umbraiou
,113,0.32668262057834196,0.980047861735026,0.0,0.0,18,,,,,,,,,,
,113,,,,,18,0.35846179723739624,0.31935041922110097,0.9580512576633029,0.0,0.0,,,,,
,113,,,,,18,,,,,,0.3945172429084778,0.32153867667219477,0.9646160300165844,0.0,0.0
8.000000000000002e-07,114,,,,,,,,,,,,,,,
,115,0.325869878133138,0.9776096343994141,0.0,0.0,19,,,,,,,,,,
,117,0.292430665757921,0.8772919972737631,0.0,0.0,19,,,,,,,,,,
,119,0.2959916856553819,0.8879750569661459,0.0,0.0,19,,,,,,,,,,
,119,,,,,19,0.3688189387321472,0.3199370109457166,0.959796468881968,1.4563955181855253e-05,0.0,,,,,
,119,,,,,19,,,,,,0.40970325469970703,0.30786012720178674,0.9235803816053603,0.0,0.0
8.000000000000002e-07,120,,,,,,,,,,,,,,,
,121,0.30763583713107634,0.9229075113932291,0.0,0.0,20,,,,,,,,,,
,123,0.3313884735107422,0.9941654205322266,0.0,0.0,20,,,,,,,,,,
,125,0.32409371270073783,0.9722811381022135,0.0,0.0,20,,,,,,,,,,
,125,,,,,20,0.3738158047199249,0.3226920587045175,0.9680761761135526,0.0,0.0,,,,,
,125,,,,,20,,,,,,0.34787845611572266,0.3244588640001085,0.9733765920003256,0.0,0.0
1.6000000000000006e-07,126,,,,,,,,,,,,,,,
,127,0.3089230597960093,0.9267373742896706,3.180509835726667e-05,0.0,21,,,,,,,,,,
,129,0.3212801615397135,0.9638404846191406,0.0,0.0,21,,,,,,,,,,
,131,0.3190182579888238,0.9570547739664713,0.0,0.0,21,,,,,,,,,,
,131,,,,,21,0.39668235182762146,0.32139279483920136,0.9641663157497651,1.2068767839147462e-05,0.0,,,,,
,131,,,,,21,,,,,,0.3496289551258087,0.3224843018200982,0.9674243754410083,2.8530019286293038e-05,0.0
1.6000000000000006e-07,132,,,,,,,,,,,,,,,
,133,0.30889447530110675,0.9266834259033203,0.0,0.0,22,,,,,,,,,,
,135,0.32367663913302946,0.9710299173990885,0.0,0.0,22,,,,,,,,,,
,137,0.31358570522732204,0.9407571156819662,0.0,0.0,22,,,,,,,,,,
,137,,,,,22,0.4311015009880066,0.3163813341335727,0.9491440024007182,0.0,0.0,,,,,
,137,,,,,22,,,,,,0.36273086071014404,0.32127461610016994,0.9638238483005099,0.0,0.0
1.6000000000000006e-07,138,,,,,,,,,,,,,,,
,139,0.3098873562282986,0.9296620686848959,0.0,0.0,23,,,,,,,,,,
,141,0.32487508985731334,0.9746252695719401,0.0,0.0,23,,,,,,,,,,
,143,0.31815939147228334,0.9544556356501714,2.2538766678687343e-05,0.0,23,,,,,,,,,,
,143,,,,,23,0.3760497570037842,0.31735603897659864,0.952068116929796,0.0,0.0,,,,,
,143,,,,,23,,,,,,0.4001254737377167,0.3180107176131866,0.9540272721242422,4.880715317636953e-06,0.0
3.2000000000000015e-08,144,,,,,,,,,,,,,,,
,145,0.307856453789605,0.9235693613688151,0.0,0.0,24,,,,,,,,,,
,147,0.3170770312909285,0.9511463505039542,8.474336883138894e-05,0.0,24,,,,,,,,,,
,149,0.31940214806048556,0.9581743610219072,0.0,3.208315954955244e-05,24,,,,,,,,,,
